ACCE01000006|c1|47352-54869|+|BUC_4592|AMP-binding_enzyme_domain_protein|EEC33980|917-1361|KS1|KS1	Clade_2
ACCE01000006|c1|61375-73740|+|BUC_4584|polyketide_synthase|EEC34158|171-593|KS1|KS2	clade_not_conserved
ACCE01000006|c1|61375-73740|+|BUC_4584|polyketide_synthase|EEC34158|2180-2592|KS2|KS3	Clade_47
ACKA01000022|c1|8638-21009|+|BUH_4720|polyketide_synthase|EEH29174|2180-2592|KS2|KS2	Clade_47
ACKA01000022|c1|8638-21009|+|BUH_4720|polyketide_synthase|EEH29174|171-593|KS1|KS1	clade_not_conserved
ACKA01000024|c1|49760-59091||BUH_5719|putative_polyketide_synthase_PksL_PKS|EEH28660|2567-2998|KS2|KS2	Clade_54
ACKA01000024|c1|12135-16838||BUH_5724|polyketide_synthase_type_I|EEH28657|961-1389|KS1|KS9	Clade_60
ACKA01000024|c1|49760-59091||BUH_5719|putative_polyketide_synthase_PksL_PKS|EEH28660|1704-2133|KS1|KS1	Clade_60
ACKA01000024|c1|31995-45395||BUH_5722|polyketide_synthase_type_I|EEH28664|3719-4109|KS3|KS6	Clade_80
ACKA01000024|c1|16822-31998||BUH_5723|non-ribosomal_peptide_synthase|EEH28651|2756-3194|KS2|KS8	Clade_12
ACKA01000024|c1|31995-45395||BUH_5722|polyketide_synthase_type_I|EEH28664|860-1289|KS1|KS4	Clade_62
ACKA01000024|c1|31995-45395||BUH_5722|polyketide_synthase_type_I|EEH28664|1974-2395|KS2|KS5	Clade_82
ACKA01000024|c1|45362-46936||BUH_5721|polyketide_synthase_type_I|EEH28652|1-303|KS1|KS3	Clade_82
ACKA01000024|c1|16822-31998||BUH_5723|non-ribosomal_peptide_synthase|EEH28651|1175-1600|KS1|KS7	clade_not_conserved
ACLU01000141|c1|12681-20330||bcere0004_54080|hypothetical_protein|EEK53295|164-598|KS1|KS1	Clade_27
ACLU01000141|c1|2148-12674||bcere0004_54070|hypothetical_protein|EEK53294|1133-1569|KS1|KS3	Clade_30
ACLU01000141|c1|12681-20330||bcere0004_54080|hypothetical_protein|EEK53295|1815-2234|KS2|KS2	clade_not_conserved
ACLU01000141|c1|2148-12674||bcere0004_54070|hypothetical_protein|EEK53294|3074-3503|KS2|KS4	clade_not_conserved
ACLU01000171|c1|12587-21214||bcere0004_55950|DszB_DisB_protein|EEK53065|504-932|KS1|KS2	Clade_65
ACLU01000171|c1|21504-27848||bcere0004_55960|Polyketide_synthase|EEK53066|1221-1645|KS1|KS1	clade_not_conserved
ACLU01000171|c1|12587-21214||bcere0004_55950|DszB_DisB_protein|EEK53065|2119-2552|KS2|KS3	clade_not_conserved
ACNH01000126|c1|140-8530|+|bthur0010_55320|hypothetical_protein|EEM74453|411-845|KS1|KS1	Clade_27
ACNH01000126|c1|8537-19063|+|bthur0010_55330|hypothetical_protein|EEM74454|1133-1569|KS1|KS3	Clade_30
ACNH01000126|c1|8537-19063|+|bthur0010_55330|hypothetical_protein|EEM74454|3074-3503|KS2|KS4	clade_not_conserved
ACNH01000126|c1|140-8530|+|bthur0010_55320|hypothetical_protein|EEM74453|2062-2481|KS2|KS2	clade_not_conserved
ACNH01000168|c1|19152-27779|+|bthur0010_59280|DszB_DisB_protein|EEM74089|2119-2552|KS2|KS3	clade_not_conserved
ACNH01000168|c1|19152-27779|+|bthur0010_59280|DszB_DisB_protein|EEM74089|504-932|KS1|KS2	Clade_65
ACNH01000168|c1|12887-18862|+|bthur0010_59270|Polyketide_synthase|EEM74088|1098-1522|KS1|KS1	clade_not_conserved
ACNI01000155|c1|19704-26354|+|bthur0011_53610|hybrid_nonribosomal_peptide_synthetase_polyketide_synthase|EEM80631|43-462|KS1|KS3	clade_not_conserved
ACNI01000155|c1|8139-12968|+|bthur0011_53580|Beta-ketoacyl_synthase|EEM80628|42-472|KS1|KS1	clade_not_conserved
ACNI01000155|c1|13245-18059|+|bthur0011_53590|Beta-ketoacyl_synthase|EEM80629|39-470|KS1|KS2	clade_not_conserved
ACOJ01000001|c13|2948523-2960918||GBP346_B3104|polyketide_synthase_type_I|EEP51912|2183-2595|KS2|KS3	Clade_47
ACOJ01000001|c13|2966443-2974932||GBP346_B3111|thiotemplate_mechanism_natural_product_synthetase|EEP49312|917-1361|KS1|KS1	Clade_2
ACOJ01000001|c13|2948523-2960918||GBP346_B3104|polyketide_synthase_type_I|EEP51912|171-593|KS1|KS2	clade_not_conserved
ACOJ01000001|c4|662318-680002|+|GBP346_B0725|polyketide_synthase_type_I|EEP51436|5138-5528|KS4|KS7	Clade_80
ACOJ01000001|c4|639480-640724||GBP346_B0711|putative_polyketide_beta-ketoacyl_synthase|EEP51202|9-414|KS1|KS1b	Clade_89
ACOJ01000001|c4|662318-680002|+|GBP346_B0725|polyketide_synthase_type_I|EEP51436|821-1242|KS1|KS4	Clade_82
ACOJ01000001|c4|648625-662328|+|GBP346_B0724|putative_polyketide_synthase_PksL_PKS|EEP52150|3174-3603|KS2|KS2	Clade_60
ACOJ01000001|c4|648625-662328|+|GBP346_B0724|putative_polyketide_synthase_PksL_PKS|EEP52150|803-1227|KS1|KS1	Clade_8
ACOJ01000001|c4|662318-680002|+|GBP346_B0725|polyketide_synthase_type_I|EEP51436|3385-3806|KS3|KS6	Clade_82
ACOJ01000001|c4|648625-662328|+|GBP346_B0724|putative_polyketide_synthase_PksL_PKS|EEP52150|4025-4456|KS3|KS3	Clade_54
ACOJ01000001|c4|695144-699784|+|GBP346_B0727|polyketide_synthase_type_I|EEP52025|941-1369|KS1|KS10	Clade_60
ACOJ01000001|c4|679999-695160|+|GBP346_B0726|putative_polyketide_synthase_PksJ_PKS|EEP49361|2750-3188|KS2|KS9	Clade_12
ACOJ01000001|c4|679999-695160|+|GBP346_B0726|putative_polyketide_synthase_PksJ_PKS|EEP49361|1175-1600|KS1|KS8	clade_not_conserved
ACOJ01000001|c4|662318-680002|+|GBP346_B0725|polyketide_synthase_type_I|EEP51436|2311-2740|KS2|KS5	Clade_62
ACXX02000001|c1|66996-71966|+|Cpap_3715|6-deoxyerythronolide-B_synthase|EGD49283|924-1343|KS1|KS7	Clade_65
ACXX02000001|c1|60090-66965|+|Cpap_3714|6-deoxyerythronolide-B_synthase._Beta-ketoacyl-acyl-carrier-protein_synthase_I|EGD49282|1827-2243|KS2|KS6	Clade_4
ACXX02000001|c1|76673-84751|+|Cpap_3718|6-deoxyerythronolide-B_synthase|EGD49286|783-1214|KS1|KS9	clade_not_conserved
ACXX02000001|c1|60090-66965|+|Cpap_3714|6-deoxyerythronolide-B_synthase._Beta-ketoacyl-acyl-carrier-protein_synthase_I|EGD49282|652-1075|KS1|KS5	Clade_65
ACXX02000001|c1|48008-55351|+|Cpap_3712|6-deoxyerythronolide-B_synthase|EGD49280|1517-1944|KS2|KS3	clade_not_conserved
ACXX02000001|c1|84770-96691|+|Cpap_3719|KR_domain_protein|EGD49287|622-1048|KS1|KS11	Clade_65
ACXX02000001|c1|55394-60100|+|Cpap_3713|6-deoxyerythronolide-B_synthase|EGD49281|659-1082|KS1|KS4	clade_not_conserved
ACXX02000001|c1|71969-75775|+|Cpap_3716|6-deoxyerythronolide-B_synthase|EGD49284|622-1062|KS1|KS8	clade_not_conserved
ACXX02000001|c1|76673-84751|+|Cpap_3718|6-deoxyerythronolide-B_synthase|EGD49286|1817-2247|KS2|KS10	clade_not_conserved
ACXX02000001|c1|84770-96691|+|Cpap_3719|KR_domain_protein|EGD49287|1646-2077|KS2|KS12	Clade_65
ACXX02000001|c1|48008-55351|+|Cpap_3712|6-deoxyerythronolide-B_synthase|EGD49280|11-436|KS1|KS2	Clade_41
ACXX02000001|c1|84770-96691|+|Cpap_3719|KR_domain_protein|EGD49287|3169-3593|KS3|KS13	clade_not_conserved
ACXX02000001|c1|37949-40210|+|Cpap_3705|Beta-ketoacyl_synthase|EGD49273|24-429|KS1|KS1	Clade_36
ACXX02000003|c1|462858-467519|+|Cpap_3272|6-deoxyerythronolide-B_synthase|EGD48846|139-562|KS1|KS1	clade_not_conserved
ACXX02000003|c1|467574-471833|+|Cpap_3273|6-deoxyerythronolide-B_synthase|EGD48847|567-981|KS1|KS2	Clade_93
ACXX02000004|c1|299482-308250|+|Cpap_2598|Beta-ketoacyl_synthase|EGD48445|1746-2166|KS2|KS2	clade_not_conserved
ACXX02000004|c1|299482-308250|+|Cpap_2598|Beta-ketoacyl_synthase|EGD48445|10-432|KS1|KS1	clade_not_conserved
ACXX02000004|c1|308273-320419|+|Cpap_2599|Acyl_transferase|EGD48446|2291-2709|KS2|KS3	clade_not_conserved
ACXX02000004|c1|330423-342082|+|Cpap_2601|Beta-ketoacyl_synthase|EGD48448|3340-3766|KS3|KS6	clade_not_conserved
ACXX02000004|c1|320416-330363|+|Cpap_2600|6-deoxyerythronolide-B_synthase|EGD48447|1878-2297|KS2|KS4	clade_not_conserved
ACXX02000004|c1|330423-342082|+|Cpap_2601|Beta-ketoacyl_synthase|EGD48448|1903-2323|KS2|KS5	clade_not_conserved
ACXX02000005|c1|94450-100659||Cpap_2682|amino_acid_adenylation_domain_protein|EGD47996|12-428|KS1|KS1	clade_not_conserved
ACXX02000005|c1|89338-94095||Cpap_2680|6-deoxyerythronolide-B_synthase|EGD47994|31-458|KS1|KS2	clade_not_conserved
ACXX02000005|c1|86972-89338||Cpap_2679|6-deoxyerythronolide-B_synthase|EGD47993|40-477|KS1|KS3	clade_not_conserved
ACXX02000007|c1|14210-15445|+|Cpap_1682|Beta-ketoacyl_synthase|EGD47494|12-411|KS1|KS4	clade_not_conserved
ACXX02000007|c1|4542-9884|+|Cpap_1680|6-deoxyerythronolide-B_synthase|EGD47492|59-481|KS1|KS1	Clade_82
ACXX02000007|c1|9868-14187|+|Cpap_1681|Beta-ketoacyl_synthase|EGD47493|422-853|KS1|KS3	Clade_74
ACXX02000007|c1|4542-9884|+|Cpap_1680|6-deoxyerythronolide-B_synthase|EGD47492|1315-1725|KS2|KS2	Clade_3
ACXX02000007|c2|167698-182898||Cpap_1809|AMP-dependent_synthetase_and_ligase|EGD47615|2418-2842|KS2|KS2	Clade_65
ACXX02000007|c2|167698-182898||Cpap_1809|AMP-dependent_synthetase_and_ligase|EGD47615|3934-4365|KS3|KS3	Clade_65
ACXX02000007|c2|167698-182898||Cpap_1809|AMP-dependent_synthetase_and_ligase|EGD47615|928-1352|KS1|KS1	clade_not_conserved
ACXX02000024|c1|6617-22852|+|Cpap_0079|Mycocerosate_synthase._6-deoxyerythronolide-B_synthase|EGD45657|1741-2159|KS2|KS4	Clade_79
ACXX02000024|c1|1-6613|+|Cpap_0078|Beta-ketoacyl_synthase|EGD45656|485-921|KS1|KS1	Clade_12
ACXX02000024|c1|1-6613|+|Cpap_0078|Beta-ketoacyl_synthase|EGD45656|1564-1997|KS2|KS2	Clade_72
ACXX02000024|c1|6617-22852|+|Cpap_0079|Mycocerosate_synthase._6-deoxyerythronolide-B_synthase|EGD45657|4742-5179|KS4|KS6	Clade_54
ACXX02000024|c1|6617-22852|+|Cpap_0079|Mycocerosate_synthase._6-deoxyerythronolide-B_synthase|EGD45657|2815-3228|KS3|KS5	Clade_83
ACXX02000024|c1|6617-22852|+|Cpap_0079|Mycocerosate_synthase._6-deoxyerythronolide-B_synthase|EGD45657|484-907|KS1|KS3	Clade_5
ACXX02000026|c1|5104-10310|+|Cpap_0011|Beta-ketoacyl_synthase|EGD45652|587-1005|KS1|KS2	Clade_47
ACXX02000026|c1|1-5092|+|Cpap_0010|6-deoxyerythronolide-B_synthase|EGD45651|343-761|KS1|KS1	Clade_78
ADGS01000013|c1|180712-188343|+|BSU6633_07546|polyketide_synthase|EFG92815|1531-1948|KS2|KS16	Clade_33
ADGS01000013|c1|151381-164163|+|BSU6633_07536|polyketide_synthase|EFG92813|400-837|KS1|KS9	Clade_69
ADGS01000013|c1|137695-151365|+|BSU6633_07531|polyketide_synthase_of_type_I|EFG92812|1935-2373|KS2|KS6	Clade_64
ADGS01000013|c1|151381-164163|+|BSU6633_07536|polyketide_synthase|EFG92813|3528-3942|KS3|KS11	Clade_79
ADGS01000013|c1|137695-151365|+|BSU6633_07531|polyketide_synthase_of_type_I|EFG92812|4103-4505|KS4|KS8	Clade_3
ADGS01000013|c1|122553-137693|+|BSU6633_07526|polyketide_synthase_of_type_I|EFG92811|3345-3784|KS2|KS3	Clade_12
ADGS01000013|c1|122553-137693|+|BSU6633_07526|polyketide_synthase_of_type_I|EFG92811|4594-4997|KS3|KS4	Clade_3
ADGS01000013|c1|137695-151365|+|BSU6633_07531|polyketide_synthase_of_type_I|EFG92812|2895-3315|KS3|KS7	Clade_82
ADGS01000013|c1|164153-180697|+|BSU6633_07541|polyketide_synthase_of_type_I|EFG92814|2607-3042|KS2|KS13	Clade_12
ADGS01000013|c1|122553-137693|+|BSU6633_07526|polyketide_synthase_of_type_I|EFG92811|1766-2191|KS1|KS2	Clade_1
ADGS01000013|c1|164153-180697|+|BSU6633_07541|polyketide_synthase_of_type_I|EFG92814|1119-1544|KS1|KS12	Clade_1
ADGS01000013|c1|164153-180697|+|BSU6633_07541|polyketide_synthase_of_type_I|EFG92814|4107-4541|KS3|KS14	Clade_12
ADGS01000013|c1|180712-188343|+|BSU6633_07546|polyketide_synthase|EFG92815|530-962|KS1|KS15	Clade_72
ADGS01000013|c1|118471-119688|+|BSU6633_07506|polyketide_beta-ketoacylacyl_carrier_protein_synthase|EFG92807|1-399|KS1|KS1	clade_not_conserved
ADGS01000013|c1|151381-164163|+|BSU6633_07536|polyketide_synthase|EFG92813|2318-2732|KS2|KS10	Clade_47
ADGS01000013|c1|137695-151365|+|BSU6633_07531|polyketide_synthase_of_type_I|EFG92812|441-878|KS1|KS5	Clade_69
ADGX01000046|c1|302-11524||FrEUN1fDRAFT_3240|6-deoxyerythronolide-B_synthase_6-methylsalicylic_acid_synthase|EFC83616|423-846|KS1|KS3	Clade_43
ADGX01000046|c1|302-11524||FrEUN1fDRAFT_3240|6-deoxyerythronolide-B_synthase_6-methylsalicylic_acid_synthase|EFC83616|1631-2064|KS2|KS4	clade_not_conserved
ADGX01000046|c1|11524-22125||FrEUN1fDRAFT_3241|Mycocerosate_synthase._6-deoxyerythronolide-B_synthase|EFC83617|1717-2140|KS2|KS2	Clade_40
ADGX01000046|c1|302-11524||FrEUN1fDRAFT_3240|6-deoxyerythronolide-B_synthase_6-methylsalicylic_acid_synthase|EFC83616|2534-2956|KS3|KS5	clade_not_conserved
ADGX01000046|c1|22245-32822||FrEUN1fDRAFT_3242|Acyl_transferase|EFC83618|1177-1603|KS2|KS1	Clade_40
ADHJ01000037|c1|116853-133178||PVOR_20694|putative_mixed_polyketide_synthase_non-ribosomal_peptide_synthetase|EFU39755|1392-1810|KS2|KS4	Clade_78
ADHJ01000037|c1|116853-133178||PVOR_20694|putative_mixed_polyketide_synthase_non-ribosomal_peptide_synthetase|EFU39755|600-1037|KS1|KS3	Clade_54
ADHJ01000037|c1|116853-133178||PVOR_20694|putative_mixed_polyketide_synthase_non-ribosomal_peptide_synthetase|EFU39755|4969-5405|KS5|KS7	Clade_33
ADHJ01000037|c1|116853-133178||PVOR_20694|putative_mixed_polyketide_synthase_non-ribosomal_peptide_synthetase|EFU39755|2657-3075|KS3|KS5	Clade_78
ADHJ01000037|c1|139017-143564||PVOR_20704|putative_polyketide_synthase|EFU39757|441-878|KS1|KS1	Clade_69
ADHJ01000037|c1|133175-138994||PVOR_20699|Beta-ketoacyl_synthase|EFU39756|1029-1445|KS1|KS2	Clade_93
ADHJ01000037|c1|116853-133178||PVOR_20694|putative_mixed_polyketide_synthase_non-ribosomal_peptide_synthetase|EFU39755|3444-3881|KS4|KS6	Clade_71
AEAI01000264|c1|1951-9975||PSYPI_05483|beta-ketoacyl_synthase|EGH41895|1336-1768|KS2|KS2	Clade_61
AEAI01000264|c1|1951-9975||PSYPI_05483|beta-ketoacyl_synthase|EGH41895|1-240|KS1|KS1	Clade_6
AEAI01000264|c1|1951-9975||PSYPI_05483|beta-ketoacyl_synthase|EGH41895|2389-2674|KS3|KS3	Clade_39
AEAN01000377|c1|2543-8998|+|PSYAP_09535|beta-ketoacyl_synthase|EGH76912|1498-1930|KS2|KS2	Clade_61
AEAN01000377|c1|2543-8998|+|PSYAP_09535|beta-ketoacyl_synthase|EGH76912|1-402|KS1|KS1	Clade_6
AEAN01000377|c1|9034-12105|+|PSYAP_09540|beta-ketoacyl_synthase|EGH76913|387-800|KS1|KS3	Clade_39
AEAO01000064|c1|6253-15816|+|PSYAR_03219|beta-ketoacyl_synthase|EGH69553|1498-1930|KS2|KS2	Clade_61
AEAO01000064|c1|6253-15816|+|PSYAR_03219|beta-ketoacyl_synthase|EGH69553|2551-2964|KS3|KS3	Clade_39
AEAO01000064|c1|6253-15816|+|PSYAR_03219|beta-ketoacyl_synthase|EGH69553|1-402|KS1|KS1	Clade_6
AEAO01000064|c1|15827-19526|+|PSYAR_03224|beta-ketoacyl_synthase|EGH69554|670-1099|KS1|KS4	Clade_53
AEDD01000016|c1|58918-66009|+|PaecuDRAFT_4694|Beta-ketoacyl_synthase|EFM08505|1257-1681|KS2|KS2	clade_not_conserved
AEDD01000016|c1|58918-66009|+|PaecuDRAFT_4694|Beta-ketoacyl_synthase|EFM08505|29-451|KS1|KS1	clade_not_conserved
AF318063|c1|20958-40526|+|no_locus_tag|MmpD|AAM12913|5307-5723|KS4|KS8	Clade_93
AF318063|c1|49802-53377|+|no_locus_tag|MmpE|AAM12925|47-478|KS1|KS10	Clade_74
AF318063|c1|20958-40526|+|no_locus_tag|MmpD|AAM12913|37-460|KS1|KS5	Clade_7
AF318063|c1|1706-10243|+|no_locus_tag|MmpA|AAM12909|715-1130|KS2|KS2	Clade_53
AF318063|c1|1706-10243|+|no_locus_tag|MmpA|AAM12909|30-458|KS1|KS1	Clade_34
AF318063|c1|11325-17555|+|no_locus_tag|MmpB|AAM12911|26-448|KS1|KS4	Clade_63
AF318063|c1|45729-46967|+|no_locus_tag|MupG|AAM12921|9-409|KS1|KS9	Clade_5
AF318063|c1|20958-40526|+|no_locus_tag|MmpD|AAM12913|1878-2291|KS2|KS6	Clade_93
AF318063|c1|20958-40526|+|no_locus_tag|MmpD|AAM12913|3383-3817|KS3|KS7	Clade_63
AF318063|c1|63348-65585|+|no_locus_tag|MmpF|AAM12934|12-444|KS1|KS11	Clade_2
AF318063|c1|1706-10243|+|no_locus_tag|MmpA|AAM12909|1963-2399|KS3|KS3	Clade_63
AF484556|c1|69681-82994|+|no_locus_tag|hybrid_nonribosomal_peptide_synthetase___polyketide_synthase|AAN85522|3933-4352|KS3|KS3	Clade_4
AF484556|c1|82991-105040|+|no_locus_tag|polyketide_synthase|AAN85523|1765-2189|KS2|KS5	Clade_89
AF484556|c1|69681-82994|+|no_locus_tag|hybrid_nonribosomal_peptide_synthetase___polyketide_synthase|AAN85522|2664-3085|KS2|KS2	Clade_44
AF484556|c1|82991-105040|+|no_locus_tag|polyketide_synthase|AAN85523|5391-5818|KS4|KS7	Clade_21
AF484556|c1|69681-82994|+|no_locus_tag|hybrid_nonribosomal_peptide_synthetase___polyketide_synthase|AAN85522|1931-2346|KS1|KS1	Clade_75
AF484556|c1|82991-105040|+|no_locus_tag|polyketide_synthase|AAN85523|929-1350|KS1|KS4	Clade_66
AF484556|c1|82991-105040|+|no_locus_tag|polyketide_synthase|AAN85523|3799-4232|KS3|KS6	Clade_48
